study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA54005	SAMN02866411	SRX804008	SRR1700532	9555	Papio anubis	b1ae8fc56d8e9e62231e900a2997e162;f808d14361c31b5b73d1b35654f1a702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1700532/SRR1700532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR1700532/SRR1700532_2.fastq.gz	PANU.00-LIV5
PRJNA54005	SAMN02866411	SRX804008	SRR1700533	9555	Papio anubis	f8d9a4f535c7d3e970d1963c2b7984ac;1211a463730fd185fb7365298e74bd01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1700533/SRR1700533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1700533/SRR1700533_2.fastq.gz	PANU.00-LIV5
PRJNA54005	SAMN03073708	SRX757482	SRR1703318	9555	Papio anubis	fd159a28ccd41fe537672cb2d0c5bc43;43be3ac49685fac6b74e00cf0a531ee1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/008/SRR1703318/SRR1703318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/008/SRR1703318/SRR1703318_2.fastq.gz	PANU.00-30977
PRJNA54005	SAMN03073707	SRX758055	SRR1706223	9555	Papio anubis	7c5b3ad9bcef67af57e37e947848b1e2;f40787e48362fad5e5e9771b07c7b312	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1706223/SRR1706223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR1706223/SRR1706223_2.fastq.gz	PANU.00-30877
PRJNA54005	SAMN03073708	SRX757482	SRR1648316	9555	Papio anubis	660dcead4601afaf3b332e2aad16e776;e9c92b5e14ef9e0976eb788d1c633b46	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/006/SRR1648316/SRR1648316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/006/SRR1648316/SRR1648316_2.fastq.gz	PANU.00-30977
PRJNA54005	SAMN03073708	SRX757482	SRR1648317	9555	Papio anubis	eb2e192a9cc803edc91d4543c387e440;cebd7b794dd3d791d38cf022d9f43fb2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1648317/SRR1648317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1648317/SRR1648317_2.fastq.gz	PANU.00-30977
PRJNA54005	SAMN03073707	SRX758055	SRR1648937	9555	Papio anubis	b8667d90069de34134e79d1d43d9517d;9eebfcd7cec58ca4c9cdbebd461ce413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1648937/SRR1648937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1648937/SRR1648937_2.fastq.gz	PANU.00-30877
PRJNA54005	SAMN03165176	SRX1033043	SRR2032613	9555	Papio anubis	cd5c4616106b23df0af6104af374be74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032613/SRR2032613_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032614	9555	Papio anubis	ca7f02e766753a13667d5f8c15942936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032614/SRR2032614_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032616	9555	Papio anubis	e7e4431f85e710eb225d891c1e2c2e18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032616/SRR2032616_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032619	9555	Papio anubis	2ed24d0ddf711246c50ad0a94b9bc509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032619/SRR2032619_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032621	9555	Papio anubis	49e7943af48911bcc121897f1f4f8d88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032621/SRR2032621_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032623	9555	Papio anubis	fd306bc295f89bd54e26b9120de0b780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032623/SRR2032623_subreads.fastq.gz	PANU.00-37522
PRJNA54005	SAMN03165176	SRX1033043	SRR2032624	9555	Papio anubis	302ca358da6e34ef4075cd70ea1779e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032624/SRR2032624_subreads.fastq.gz	PANU.00-37522
