study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA162517	SAMN03072185	SRX758223	SRR1649288	208091	Papio kindae	80b2dd09a2a969755326220a880ad053;ff2fb10dbbb196d9dcc81a9e2a864622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/008/SRR1649288/SRR1649288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/008/SRR1649288/SRR1649288_2.fastq.gz	PKIN.00-34474
PRJNA162517	SAMN03460589	SRX982765	SRR1957332	208091	Papio kindae	d13da15805d136919c6b221b23eb5149;f2d1902aaa72d9cd524d2ec1a78d874a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957332/SRR1957332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957332/SRR1957332_2.fastq.gz	PKIN.00-37935
PRJNA162517	SAMN03460590	SRX982766	SRR1957333	208091	Papio kindae	d0acd99523d09c722c58b1cc17242735;1cc592423c1fc919f1d43ff9621560c5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957333/SRR1957333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957333/SRR1957333_2.fastq.gz	PKIN.00-37936
PRJNA162517	SAMN03072806	SRX758221	SRR1649284	208091	Papio kindae	31b6019c5e4552fcfb3f2e26b70a8c8e;f3fec41aa5c4f71143c8380af2cf7548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/004/SRR1649284/SRR1649284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/004/SRR1649284/SRR1649284_2.fastq.gz	PKIN.00-34472
PRJNA162517	SAMN03460595	SRX982771	SRR1957338	208091	Papio kindae	60b36bb7687f9872a7708285242e9db9;abbcec071d7fb9411278aa5475ce56f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957338/SRR1957338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957338/SRR1957338_2.fastq.gz	PKIN.00-37942
PRJNA162517	SAMN03072806	SRX758222	SRR1649287	208091	Papio kindae	c143ae369aadb290fb9f4fcba3f4d44c;1eda249c15f378f5cb4e242387173aa5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1649287/SRR1649287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/007/SRR1649287/SRR1649287_2.fastq.gz	PKIN.00-34472
PRJNA162517	SAMN03072185	SRX758223	SRR1649290	208091	Papio kindae	41ad0179e5d6167977baa599356dddbb;ba3a44fd67e378bbd1df8899b5ca05d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/000/SRR1649290/SRR1649290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/000/SRR1649290/SRR1649290_2.fastq.gz	PKIN.00-34474
PRJNA162517	SAMN03072185	SRX758224	SRR1649291	208091	Papio kindae	c03498c59c24a36a6e303d93de625301;e2c9ef3a5fc7fa80015e6fb75d33cbde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/001/SRR1649291/SRR1649291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR164/001/SRR1649291/SRR1649291_2.fastq.gz	PKIN.00-34474
PRJNA162517	SAMN03460586	SRX982762	SRR1957329	208091	Papio kindae	0afb5f4ff9b5c226b780297f8449c7a5;73f070dda764db062319baf0806e6da5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957329/SRR1957329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957329/SRR1957329_2.fastq.gz	PKIN.00-37932
PRJNA162517	SAMN03460591	SRX982767	SRR1957334	208091	Papio kindae	02214b29a166d4ed3d0fe5e4eb76eb8d;76375f0d002062a0b04a5e1e4f15c707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957334/SRR1957334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957334/SRR1957334_2.fastq.gz	PKIN.00-37937
