study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJEB59576	SAMEA14464423	ERX10381700	ERR10942391	30596	Cacajao calvus	4c0a49e0e7d3a63f51a5dfd0b810284c;76a36e01ece640cd5b9d08ad40a1b151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/091/ERR10942391/ERR10942391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/091/ERR10942391/ERR10942391_2.fastq.gz	PD_0130
PRJEB59576	SAMEA112483003	ERX10382661	ERR10943352	78584	Lepilemur septentrionalis	44061100da34e20d9c401a0a7d3c438c;fd3100a897a9c1dfcc1613fc89b7d157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10943352/ERR10943352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/052/ERR10943352/ERR10943352_2.fastq.gz	PD_0250
PRJEB59576	SAMEA14464423	ERX10381705	ERR10942396	30596	Cacajao calvus	9be449c2db2c1593238cd27fc55717a8;0c48fbfd3364b6c0de618a33ac57cf1b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10942396/ERR10942396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/096/ERR10942396/ERR10942396_2.fastq.gz	PD_0130
PRJEB59576	SAMEA112483003	ERX10382664	ERR10943355	78584	Lepilemur septentrionalis	836bb0d061bea55523b8cc316f6a1132;5a51379d890f0296cfb0cc860b04edad	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10943355/ERR10943355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10943355/ERR10943355_2.fastq.gz	PD_0250
PRJEB59576	SAMEA112483004	ERX10382668	ERR10943359	83281	Propithecus diadema	332a47ae722446f8d829c68b3914a3d0;4a00f17e64bf215ab16dc1cc92ae09df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10943359/ERR10943359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/059/ERR10943359/ERR10943359_2.fastq.gz	PD_0251
PRJEB59576	SAMEA112483006	ERX10382680	ERR10943371	693712	Pygathrix cinerea	5c443af654958e03a092a731d97a77cb;e1db33cc99652ef5e45e81788f09182e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10943371/ERR10943371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/071/ERR10943371/ERR10943371_2.fastq.gz	PD_0253
PRJEB59576	SAMEA14464417	ERX10381712	ERR10942403	535896	Cacajao ayresi	5272ba0d57caef6b38fcc2b3a6ccbb5f;30467c07bc474ebafecf0ba2a6440756	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10942403/ERR10942403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/003/ERR10942403/ERR10942403_2.fastq.gz	PD_0131
PRJEB59576	SAMEA112483006	ERX10382681	ERR10943372	693712	Pygathrix cinerea	1e01eeecf86a5114d977232683a3b018;a985db549f37475e69e36c28d82a4492	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/072/ERR10943372/ERR10943372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/072/ERR10943372/ERR10943372_2.fastq.gz	PD_0253
PRJEB59576	SAMEA14464417	ERX10381714	ERR10942405	535896	Cacajao ayresi	9e2fc50b00ca953c18f6c967bbf710c9;f0d5049f68706f077c3b94a1687dac0e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10942405/ERR10942405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/005/ERR10942405/ERR10942405_2.fastq.gz	PD_0131
PRJEB59576	SAMEA112483006	ERX10382683	ERR10943374	693712	Pygathrix cinerea	92c6a2587bc94cfed59732e8ee07934c;acef63bda60725f45ca2fc0dfefd6290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10943374/ERR10943374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/074/ERR10943374/ERR10943374_2.fastq.gz	PD_0253
