study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJNA54005	SAMN02981400	SRX2609521	SRR5308399	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308399/SRR5308399.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308407	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308407/SRR5308407.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308410	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308410/SRR5308410.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308418	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308418/SRR5308418.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609523	SRR5308421	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308421/SRR5308421.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609524	SRR5308422	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308422/SRR5308422.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308425	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308425/SRR5308425.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308426	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308426/SRR5308426.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308428	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308428/SRR5308428.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308429	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308429/SRR5308429.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308430	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308430/SRR5308430.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308436	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308436/SRR5308436.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609522	SRR5308438	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308438/SRR5308438.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308438/SRR5308438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308438/SRR5308438_2.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308440	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308440/SRR5308440.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308441	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308441/SRR5308441.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308444	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308444/SRR5308444.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308451	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308451/SRR5308451.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308454	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308454/SRR5308454.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308457	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308457/SRR5308457.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308462	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308462/SRR5308462.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308475	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308475/SRR5308475.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308476	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308476/SRR5308476.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308478	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308478/SRR5308478.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308482	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308482/SRR5308482.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308485	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308485/SRR5308485.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308486	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308486/SRR5308486.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308487	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308487/SRR5308487.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609524	SRR5308492	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308492/SRR5308492.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308493	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/003/SRR5308493/SRR5308493.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308500	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308500/SRR5308500.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308501	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308501/SRR5308501.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308502	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308502/SRR5308502.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308503	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/003/SRR5308503/SRR5308503.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308505	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308505/SRR5308505.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308506	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308506/SRR5308506.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308508	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308508/SRR5308508.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308509	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308509/SRR5308509.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308513	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/003/SRR5308513/SRR5308513.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308514	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308514/SRR5308514.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308515	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308515/SRR5308515.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308519	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308519/SRR5308519.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308520	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308520/SRR5308520.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308522	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308522/SRR5308522.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308525	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/005/SRR5308525/SRR5308525.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308528	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/008/SRR5308528/SRR5308528.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308536	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/006/SRR5308536/SRR5308536.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308539	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308539/SRR5308539.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308541	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/001/SRR5308541/SRR5308541.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308543	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/003/SRR5308543/SRR5308543.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308547	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308547/SRR5308547.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308553	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/003/SRR5308553/SRR5308553.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308554	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/004/SRR5308554/SRR5308554.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308557	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/007/SRR5308557/SRR5308557.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308559	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/009/SRR5308559/SRR5308559.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308560	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/000/SRR5308560/SRR5308560.fastq.gz	SAMN02981400
PRJNA54005	SAMN02981400	SRX2609521	SRR5308562	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR530/002/SRR5308562/SRR5308562.fastq.gz	SAMN02981400
