study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJNA755322	SAMN20815156	SRX11805027	SRR15505586	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15505586/SRR15505586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/086/SRR15505586/SRR15505586_2.fastq.gz	AMB_183
PRJNA755322	SAMN20815263	SRX11910887	SRR15613850	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/050/SRR15613850/SRR15613850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/050/SRR15613850/SRR15613850_2.fastq.gz	AMB_435
PRJNA755322	SAMN20815118	SRX11805026	SRR15505587	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15505587/SRR15505587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/087/SRR15505587/SRR15505587_2.fastq.gz	AMB_155
PRJNA755322	SAMN20815137	SRX11910885	SRR15613852	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/052/SRR15613852/SRR15613852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/052/SRR15613852/SRR15613852_2.fastq.gz	AMB_433
PRJNA755322	SAMN20815049	SRX11805021	SRR15505593	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/093/SRR15505593/SRR15505593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/093/SRR15505593/SRR15505593_2.fastq.gz	AMB_119
PRJNA755322	SAMN20815038	SRX11910884	SRR15613853	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/053/SRR15613853/SRR15613853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/053/SRR15613853/SRR15613853_2.fastq.gz	AMB_432
PRJNA755322	SAMN20814970	SRX11805018	SRR15505595	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/095/SRR15505595/SRR15505595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/095/SRR15505595/SRR15505595_2.fastq.gz	AMB_135
PRJNA755322	SAMN20815215	SRX11910881	SRR15613856	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/056/SRR15613856/SRR15613856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/056/SRR15613856/SRR15613856_2.fastq.gz	AMB_430
PRJNA755322	SAMN20814931	SRX11805017	SRR15505596	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/096/SRR15505596/SRR15505596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/096/SRR15505596/SRR15505596_2.fastq.gz	AMB_199
PRJNA755322	SAMN20814955	SRX11910878	SRR15613859	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/059/SRR15613859/SRR15613859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/059/SRR15613859/SRR15613859_2.fastq.gz	AMB_427
PRJNA755322	SAMN20815117	SRX11805014	SRR15505600	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR15505600/SRR15505600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/000/SRR15505600/SRR15505600_2.fastq.gz	AMB_050
PRJNA755322	SAMN20815116	SRX11910868	SRR15613869	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/069/SRR15613869/SRR15613869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/069/SRR15613869/SRR15613869_2.fastq.gz	AMB_418
PRJNA755322	SAMN20815089	SRX11910863	SRR15613874	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/074/SRR15613874/SRR15613874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/074/SRR15613874/SRR15613874_2.fastq.gz	AMB_413
PRJNA755322	SAMN20814987	SRX11805010	SRR15505604	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR15505604/SRR15505604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/004/SRR15505604/SRR15505604_2.fastq.gz	AMB_117
PRJNA755322	SAMN20815250	SRX11805031	SRR15505583	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/083/SRR15505583/SRR15505583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/083/SRR15505583/SRR15505583_2.fastq.gz	AMB_200
PRJNA755322	SAMN20815307	SRX11805009	SRR15505605	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR15505605/SRR15505605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR15505605/SRR15505605_2.fastq.gz	AMB_012
PRJNA755322	SAMN20814943	SRX11805008	SRR15505606	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR15505606/SRR15505606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR15505606/SRR15505606_2.fastq.gz	AMB_223
PRJNA755322	SAMN20815289	SRX11805030	SRR15505584	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/084/SRR15505584/SRR15505584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/084/SRR15505584/SRR15505584_2.fastq.gz	AMB_120
PRJNA755322	SAMN20815175	SRX11805004	SRR15505609	208510	Papio cynocephalus x Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR15505609/SRR15505609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR15505609/SRR15505609_2.fastq.gz	AMB_208
