study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJNA308870	SAMN04455161	SRX1565016	SRR3158616	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3158616/SRR3158616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3158616/SRR3158616_2.fastq.gz	Pcyn_1.0
PRJNA308870	SAMN04452796	SRX1564977	SRR3151898	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151898/SRR3151898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151898/SRR3151898_2.fastq.gz	Sample_60430
PRJNA308870	SAMN04452797	SRX1564978	SRR3151899	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3151899/SRR3151899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3151899/SRR3151899_2.fastq.gz	Sample_60510
PRJNA308870	SAMN04452799	SRX1564980	SRR3151901	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3151901/SRR3151901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3151901/SRR3151901_2.fastq.gz	Sample_60608
PRJNA308870	SAMN04452804	SRX1564985	SRR3151906	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3151906/SRR3151906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3151906/SRR3151906_2.fastq.gz	Sample_60911
PRJNA308870	SAMN04452805	SRX1564986	SRR3151907	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3151907/SRR3151907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3151907/SRR3151907_2.fastq.gz	Sample_60913
PRJNA308870	SAMN04452806	SRX1564987	SRR3151908	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151908/SRR3151908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151908/SRR3151908_2.fastq.gz	Sample_60916
PRJNA308870	SAMN04452810	SRX1564991	SRR3151912	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3151912/SRR3151912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3151912/SRR3151912_2.fastq.gz	Sample_61004
PRJNA308870	SAMN04452812	SRX1564993	SRR3151914	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3151914/SRR3151914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3151914/SRR3151914_2.fastq.gz	Sample_61006
PRJNA308870	SAMN04452815	SRX1564996	SRR3151917	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3151917/SRR3151917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3151917/SRR3151917_2.fastq.gz	Sample_90158
PRJNA308870	SAMN04452816	SRX1564997	SRR3151918	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151918/SRR3151918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3151918/SRR3151918_2.fastq.gz	Sample_90216
PRJNA308870	SAMN04452820	SRX1565001	SRR3151922	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3151922/SRR3151922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3151922/SRR3151922_2.fastq.gz	Sample_90458
PRJNA308870	SAMN04452827	SRX1565008	SRR3151929	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3151929/SRR3151929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3151929/SRR3151929_2.fastq.gz	Sample_90471
PRJNA308870	SAMN04452829	SRX1565010	SRR3151931	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3151931/SRR3151931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3151931/SRR3151931_2.fastq.gz	Sample_90473
PRJNA308870	SAMN04452831	SRX1565012	SRR3151933	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/003/SRR3151933/SRR3151933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/003/SRR3151933/SRR3151933_2.fastq.gz	Sample_90478
PRJNA308870	SAMN04452832	SRX1565013	SRR3151934	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3151934/SRR3151934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3151934/SRR3151934_2.fastq.gz	Sample_90479
PRJNA308870	SAMN04452833	SRX1565014	SRR3151935	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3151935/SRR3151935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3151935/SRR3151935_2.fastq.gz	Sample_90480
PRJNA308870	SAMN04452834	SRX1565015	SRR3151936	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3151936/SRR3151936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3151936/SRR3151936_2.fastq.gz	Sample_90483
PRJNA308870	SAMN04455161	SRX1565016	SRR3158615	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3158615/SRR3158615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3158615/SRR3158615_2.fastq.gz	Pcyn_1.0
PRJNA308870	SAMN04455161	SRX1565016	SRR3158617	9556	Papio cynocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3158617/SRR3158617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3158617/SRR3158617_2.fastq.gz	Pcyn_1.0
