study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJEB59576	SAMEA14464562	ERX10409940	ERR10972817	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10972817/ERR10972817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/017/ERR10972817/ERR10972817_2.fastq.gz	PD_0383
PRJEB59576	SAMEA112482860	ERX10381237	ERR10941928	9565	Theropithecus gelada	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10941928/ERR10941928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/028/ERR10941928/ERR10941928_2.fastq.gz	PD_0067
PRJEB59576	SAMEA14464562	ERX10409942	ERR10972819	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10972819/ERR10972819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10972819/ERR10972819_2.fastq.gz	PD_0383
PRJEB59576	SAMEA112482861	ERX10381245	ERR10941936	75569	Cercocebus chrysogaster	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10941936/ERR10941936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/036/ERR10941936/ERR10941936_2.fastq.gz	PD_0068
PRJEB59576	SAMEA14464563	ERX10409947	ERR10972824	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10972824/ERR10972824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10972824/ERR10972824_2.fastq.gz	PD_0384
PRJEB59576	SAMEA112482862	ERX10381247	ERR10941938	43780	Nasalis larvatus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/038/ERR10941938/ERR10941938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/038/ERR10941938/ERR10941938_2.fastq.gz	PD_0069
PRJEB59576	SAMEA14464564	ERX10409952	ERR10972829	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10972829/ERR10972829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10972829/ERR10972829_2.fastq.gz	PD_0385
PRJEB59576	SAMEA112482862	ERX10381249	ERR10941940	43780	Nasalis larvatus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10941940/ERR10941940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/040/ERR10941940/ERR10941940_2.fastq.gz	PD_0069
PRJEB59576	SAMEA14464564	ERX10409954	ERR10972831	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10972831/ERR10972831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/031/ERR10972831/ERR10972831_2.fastq.gz	PD_0385
PRJEB59576	SAMEA112482862	ERX10381250	ERR10941941	43780	Nasalis larvatus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10941941/ERR10941941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10941941/ERR10941941_2.fastq.gz	PD_0069
PRJEB59576	SAMEA14464565	ERX10409964	ERR10972841	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10972841/ERR10972841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/041/ERR10972841/ERR10972841_2.fastq.gz	PD_0386
PRJEB59576	SAMEA112482862	ERX10381251	ERR10941942	43780	Nasalis larvatus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10941942/ERR10941942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/042/ERR10941942/ERR10941942_2.fastq.gz	PD_0069
PRJEB59576	SAMEA14464566	ERX10409970	ERR10972847	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10972847/ERR10972847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10972847/ERR10972847_2.fastq.gz	PD_0387
PRJEB59576	SAMEA112482862	ERX10381253	ERR10941944	43780	Nasalis larvatus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10941944/ERR10941944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/044/ERR10941944/ERR10941944_2.fastq.gz	PD_0069
PRJEB59576	SAMEA14464566	ERX10409973	ERR10972850	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10972850/ERR10972850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/050/ERR10972850/ERR10972850_2.fastq.gz	PD_0387
PRJEB59576	SAMEA112482863	ERX10381255	ERR10941946	90383	Macaca maura	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/046/ERR10941946/ERR10941946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/046/ERR10941946/ERR10941946_2.fastq.gz	PD_0070
PRJEB59576	SAMEA14464566	ERX10409974	ERR10972851	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10972851/ERR10972851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/051/ERR10972851/ERR10972851_2.fastq.gz	PD_0387
PRJEB59576	SAMEA112482863	ERX10381256	ERR10941947	90383	Macaca maura	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10941947/ERR10941947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/047/ERR10941947/ERR10941947_2.fastq.gz	PD_0070
PRJEB59576	SAMEA14464567	ERX10409978	ERR10972855	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10972855/ERR10972855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/055/ERR10972855/ERR10972855_2.fastq.gz	PD_0388
PRJEB59576	SAMEA112482863	ERX10381258	ERR10941949	90383	Macaca maura	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10941949/ERR10941949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/049/ERR10941949/ERR10941949_2.fastq.gz	PD_0070
PRJEB59576	SAMEA14464567	ERX10409979	ERR10972856	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10972856/ERR10972856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/056/ERR10972856/ERR10972856_2.fastq.gz	PD_0388
PRJEB59576	SAMEA14464567	ERX10409983	ERR10972860	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10972860/ERR10972860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/060/ERR10972860/ERR10972860_2.fastq.gz	PD_0388
PRJEB59576	SAMEA14464568	ERX10409984	ERR10972861	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10972861/ERR10972861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/061/ERR10972861/ERR10972861_2.fastq.gz	PD_0389
PRJEB59576	SAMEA14464568	ERX10409988	ERR10972865	1547595	Sapajus apella macrocephalus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10972865/ERR10972865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/065/ERR10972865/ERR10972865_2.fastq.gz	PD_0389
